2011-11-22;Reggeli - Pékség;Expense;+ 4,600.00;Kézpénz;Breakfast
2011-11-21;Ebéd - Avanti;Expense;+ 1,230.00;Pénztárca;Lunch
2011-11-20;Mosogatószivacs;Expense;+ 140.00;Pénztárca;Shopping » Grooming
2011-11-20;Fogkefe, fogkrém, spray;Expense;+ 1,645.00;Pénztárca;Personal Care
2011-11-20;Tesco;Expense;+ 2,940.00;Pénztárca;Grocery
2011-11-19;Ebéd - Avanti;Expense;+ 1,240.00;Pénztárca;Lunch
2011-11-18;Ebéd - Don Pepe;Expense;+ 1,310.00;Pénztárca;Lunch
2011-11-17;Ebéd - Avanti;Expense;+ 1,230.00;Pénztárca;Lunch
2011-11-16;Fogkefe;Expense;+ 1,655.00;Pénztárca;Personal Care
2011-11-16;Égő, elem;Expense;+ 795.00;Pénztárca;Home Improvement
2011-11-16;Ebéd - Menü étterem;Expense;+ 690.00;Pénztárca;Lunch
2011-11-16;Vodafone;Expense;+ 3,000.00;Pénztárca;Phone
2011-11-16;Algoflex;Expense;+ 1,060.00;Pénztárca;Pharmacy
2011-11-14;Ebéd - Avanti;Expense;+ 1,240.00;Pénztárca;Lunch
2011-11-13;Spar;Expense;+ 4,350.00;Pénztárca;Grocery
2011-11-12;Mozi - Hallhatatlanok;Expense;+ 1,800.00;Pénztárca;Cinema
2011-11-12;Ebéd - Pizza;Expense;+ 1,000.00;Pénztárca;Lunch
2011-11-11;Kisbolt;Expense;+ 1,175.00;Pénztárca;Grocery
2011-11-10;Közös költség;Expense;+ 13,000.00;Pénztárca;Community fee
2011-11-10;Ebéd - Pizza;Expense;+ 1,000.00;Pénztárca;Lunch
2011-11-09;Ebéd - Avanti;Expense;+ 1,230.00;Pénztárca;Lunch
2011-11-08;Boxer;Expense;+ 1,600.00;Pénztárca;Clothing
2011-11-07;Ebéd - Menü étterem;Expense;+ 1,075.00;Pénztárca;Lunch
2011-11-07;Ebéd - Pizza;Expense;+ 1,300.00;Pénztárca;Lunch
2011-11-06;Internet;Expense;+ 10,045.00;Pénztárca;Internet
2011-11-06;Ebéd - KFC;Expense;+ 1,100.00;Pénztárca;Lunch
2011-11-05;Lakbér;Expense;+ 50,000.00;Pénztárca;Rent
2011-11-05;Ebéd - Don Pepe;Expense;+ 1,070.00;Pénztárca;Lunch
2011-11-05;Ebéd - KFC;Expense;+ 700.00;Pénztárca;Lunch
2011-11-05;To savings;Transfer;+ 60,000.00;Kézpénz -> Megtakarítás;To savings
2011-11-05;Fizetés;Income;+ 250,000.00;Kézpénz;Sallary
2011-11-03;Kisbolt;Expense;+ 260.00;Pénztárca;Grocery
2011-11-03;Számológép;Expense;+ 4,140.00;Pénztárca;Electronics
2011-11-03;Ebéd - McDonalds;Expense;+ 1,610.00;Pénztárca;Lunch
2011-11-02;Kisbolt;Expense;+ 650.00;Pénztárca;Grocery
2011-10-30;Ebéd - Avanti;Expense;+ 1,240.00;Pénztárca;Lunch
2011-10-30;Ebéd;Expense;+ 1,180.00;Pénztárca;Lunch
